filepath,filename,domain,label,stratify_key,split,flag
Training_Pool_A_Walls\Non-Cracked\7120-93.jpg,7120-93.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7082-103.jpg,7082-103.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7011-188.jpg,7011-188.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7027-85.jpg,7027-85.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7082-200.jpg,7082-200.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7102-29.jpg,7102-29.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7034-252.jpg,7034-252.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,noncracked_high_edges
Training_Pool_B_Decks\Cracked\7027-170.jpg,7027-170.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7044-96.jpg,7044-96.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7002-44.jpg,7002-44.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7080-70.jpg,7080-70.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7021-132.jpg,7021-132.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7034-1.jpg,7034-1.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7091-91.jpg,7091-91.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7074-176.jpg,7074-176.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7072-173.jpg,7072-173.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7081-16.jpg,7081-16.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7036-71.jpg,7036-71.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7137-83.jpg,7137-83.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7081-108.jpg,7081-108.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7053-128.jpg,7053-128.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7107-35.jpg,7107-35.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7033-242.jpg,7033-242.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7129-49.jpg,7129-49.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7080-140.jpg,7080-140.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7095-108.jpg,7095-108.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7004-71.jpg,7004-71.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7004-14.jpg,7004-14.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7139-235.jpg,7139-235.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7085-64.jpg,7085-64.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7131-13.jpg,7131-13.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7091-171.jpg,7091-171.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7127-147.jpg,7127-147.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7078-8.jpg,7078-8.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7121-119.jpg,7121-119.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7005-59.jpg,7005-59.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7088-171.jpg,7088-171.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7090-193.jpg,7090-193.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7132-77.jpg,7132-77.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7121-10.jpg,7121-10.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7087-168.jpg,7087-168.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7053-52.jpg,7053-52.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,noncracked_high_edges
Training_Pool_A_Walls\Non-Cracked\7108-12.jpg,7108-12.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,noncracked_high_edges
Training_Pool_A_Walls\Non-Cracked\7122-95.jpg,7122-95.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7031-236.jpg,7031-236.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,noncracked_high_edges
Training_Pool_B_Decks\Non-Cracked\7013-68.jpg,7013-68.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7105-210.jpg,7105-210.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7137-166.jpg,7137-166.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7002-39.jpg,7002-39.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7092-93.jpg,7092-93.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7094-250.jpg,7094-250.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7041-196.jpg,7041-196.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7128-165.jpg,7128-165.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7039-98.jpg,7039-98.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7117-196.jpg,7117-196.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7029-228.jpg,7029-228.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7046-216.jpg,7046-216.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,noncracked_high_edges
Training_Pool_A_Walls\Non-Cracked\7103-236.jpg,7103-236.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7015-18.jpg,7015-18.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,very_dark
Training_Pool_A_Walls\Non-Cracked\7114-42.jpg,7114-42.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7132-118.jpg,7132-118.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7009-135.jpg,7009-135.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7037-147.jpg,7037-147.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7110-208.jpg,7110-208.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7081-131.jpg,7081-131.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7073-50.jpg,7073-50.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7109-252.jpg,7109-252.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7018-205.jpg,7018-205.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7049-108.jpg,7049-108.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7005-182.jpg,7005-182.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7094-112.jpg,7094-112.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7020-206.jpg,7020-206.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7005-210.jpg,7005-210.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7107-77.jpg,7107-77.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7110-56.jpg,7110-56.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7097-103.jpg,7097-103.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7069-225.jpg,7069-225.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7111-21.jpg,7111-21.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7011-242.jpg,7011-242.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7083-76.jpg,7083-76.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7040-145.jpg,7040-145.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7028-127.jpg,7028-127.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7005-41.jpg,7005-41.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7018-94.jpg,7018-94.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7025-201.jpg,7025-201.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7119-192.jpg,7119-192.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,noncracked_high_edges
Training_Pool_A_Walls\Non-Cracked\7111-16.jpg,7111-16.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7018-125.jpg,7018-125.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7087-120.jpg,7087-120.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7013-237.jpg,7013-237.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7119-6.jpg,7119-6.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7027-60.jpg,7027-60.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7021-216.jpg,7021-216.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7132-202.jpg,7132-202.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7002-146.jpg,7002-146.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7046-147.jpg,7046-147.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7104-93.jpg,7104-93.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7101-80.jpg,7101-80.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7032-5.jpg,7032-5.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,very_bright
Training_Pool_A_Walls\Non-Cracked\7089-133.jpg,7089-133.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7138-199.jpg,7138-199.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7116-88.jpg,7116-88.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7048-96.jpg,7048-96.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7098-183.jpg,7098-183.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7005-130.jpg,7005-130.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7032-142.jpg,7032-142.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7099-164.jpg,7099-164.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7044-250.jpg,7044-250.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7099-179.jpg,7099-179.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7024-118.jpg,7024-118.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7122-174.jpg,7122-174.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7026-179.jpg,7026-179.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7140-60.jpg,7140-60.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7045-59.jpg,7045-59.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7074-189.jpg,7074-189.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7131-232.jpg,7131-232.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7027-154.jpg,7027-154.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7045-220.jpg,7045-220.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7012-157.jpg,7012-157.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7119-56.jpg,7119-56.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7005-72.jpg,7005-72.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7076-60.jpg,7076-60.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7090-72.jpg,7090-72.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7074-193.jpg,7074-193.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7108-71.jpg,7108-71.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7099-227.jpg,7099-227.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7125-160.jpg,7125-160.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7099-108.jpg,7099-108.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7083-191.jpg,7083-191.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7071-154.jpg,7071-154.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7116-29.jpg,7116-29.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,noncracked_high_edges
Training_Pool_B_Decks\Non-Cracked\7030-123.jpg,7030-123.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7136-29.jpg,7136-29.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7111-129.jpg,7111-129.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7023-252.jpg,7023-252.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7004-164.jpg,7004-164.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7111-114.jpg,7111-114.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7069-226.jpg,7069-226.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7012-130.jpg,7012-130.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7009-61.jpg,7009-61.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7074-90.jpg,7074-90.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7038-22.jpg,7038-22.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7001-15.jpg,7001-15.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7072-246.jpg,7072-246.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7081-130.jpg,7081-130.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7057-62.jpg,7057-62.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7104-232.jpg,7104-232.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7053-78.jpg,7053-78.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7011-24.jpg,7011-24.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7115-93.jpg,7115-93.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7140-211.jpg,7140-211.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7034-210.jpg,7034-210.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7017-72.jpg,7017-72.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7078-113.jpg,7078-113.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7132-52.jpg,7132-52.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7046-154.jpg,7046-154.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,noncracked_high_edges
Training_Pool_A_Walls\Non-Cracked\7131-210.jpg,7131-210.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7078-229.jpg,7078-229.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7054-88.jpg,7054-88.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7087-231.jpg,7087-231.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7003-56.jpg,7003-56.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7046-224.jpg,7046-224.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7096-249.jpg,7096-249.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7010-108.jpg,7010-108.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7120-84.jpg,7120-84.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7029-184.jpg,7029-184.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7030-124.jpg,7030-124.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7019-97.jpg,7019-97.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7138-236.jpg,7138-236.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7138-203.jpg,7138-203.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7013-9.jpg,7013-9.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7034-134.jpg,7034-134.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7057-205.jpg,7057-205.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7086-45.jpg,7086-45.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7111-210.jpg,7111-210.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7105-191.jpg,7105-191.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7043-140.jpg,7043-140.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7007-33.jpg,7007-33.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7004-237.jpg,7004-237.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7095-240.jpg,7095-240.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7003-32.jpg,7003-32.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7003-214.jpg,7003-214.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7128-160.jpg,7128-160.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7021-126.jpg,7021-126.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7130-218.jpg,7130-218.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7102-130.jpg,7102-130.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7031-105.jpg,7031-105.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7043-215.jpg,7043-215.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7135-114.jpg,7135-114.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7037-185.jpg,7037-185.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7076-154.jpg,7076-154.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7128-182.jpg,7128-182.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7087-33.jpg,7087-33.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7082-18.jpg,7082-18.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7092-71.jpg,7092-71.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7124-143.jpg,7124-143.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7130-99.jpg,7130-99.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7014-174.jpg,7014-174.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7111-43.jpg,7111-43.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7097-179.jpg,7097-179.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7089-185.jpg,7089-185.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7011-94.jpg,7011-94.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7119-130.jpg,7119-130.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,noncracked_high_edges
Training_Pool_A_Walls\Cracked\7127-131.jpg,7127-131.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7011-224.jpg,7011-224.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
